May 20 11:51:56 localhost app-12: [PolicyManagerApp] <> INFO  Loading Settings...
May 20 11:51:56 localhost app-12: [AppBase] <> INFO  Starting   policy-manager [12] ...
May 20 11:51:56 localhost app-12: [AppBase] <> INFO  Started    policy-manager [12] ...
May 20 13:43:09 localhost app-12: [AppBase] <> INFO  Stopping   policy-manager [12] ...
May 20 13:43:09 localhost app-12: [AppBase] <> INFO  Stopped    policy-manager [12] ...
May 20 13:43:14 localhost app-12: [PolicyManagerApp] <> INFO  Loading Settings...
May 20 13:43:14 localhost app-12: [AppBase] <> INFO  Starting   policy-manager [12] ...
May 20 13:43:14 localhost app-12: [AppBase] <> INFO  Started    policy-manager [12] ...
May 20 13:45:13 localhost app-12: [AppBase] <> INFO  Stopping   policy-manager [12] ...
May 20 13:45:13 localhost app-12: [AppBase] <> INFO  Stopped    policy-manager [12] ...
May 21 09:41:28 localhost app-12: [WireGuardVpnApp] <> INFO  Initializing Settings...
May 21 09:41:28 localhost app-12: [WireGuardVpnApp] <> INFO  Creating the default settings...
May 21 09:41:28 localhost app-12: [WireGuardVpnApp] <> WARN  192.168.252.60
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  Stopping WireGuard interface and tunnels
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: wg-quick: `wg0' is not a WireGuard interface
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> ERROR Failed calling WireGuard start script (return code: 1)
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  Starting WireGuard interface and tunnels
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link add wg0 type wireguard
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] wg setconf wg0 /dev/fd/63
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip -4 address add 192.168.64.1 dev wg0
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link set mtu 1500 up dev wg0
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnApp] <> INFO  Loading Settings...
May 21 09:41:30 localhost app-12: [AppBase] <> INFO  Starting   wireguard-vpn [12] ...
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  Starting WireGuard interface and tunnels
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: wg-quick: `wg0' already exists
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> ERROR Failed calling WireGuard start script (return code: 1)
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:41:30 localhost app-12: [AppBase] <> INFO  Started    wireguard-vpn [12] ...
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  Stopping WireGuard interface and tunnels
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link delete dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  Starting WireGuard interface and tunnels
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link add wg0 type wireguard
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] wg setconf wg0 /dev/fd/63
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip -4 address add 192.168.64.1 dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link set mtu 1500 up dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip -4 route add 192.168.64.3/32 dev wg0
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:42:24 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Stopping   wireguard-vpn [12] ...
May 21 09:44:02 localhost app-12: [WireGuardVpnMonitor] <> INFO  WireGuardVpn monitor was interrupted
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  Stopping WireGuard interface and tunnels
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: 
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /usr/bin/wg-quick: [#] ip link delete dev wg0
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:44:02 localhost app-12: [WireGuardVpnManager] <> INFO  /etc/untangle/iptables-rules.d/720-wireguard-vpn: 
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Stopped    wireguard-vpn [12] ...
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Destroying wireguard-vpn [12] ...
May 21 09:44:02 localhost app-12: [AppBase] <> INFO  Destroyed  wireguard-vpn [12] ...
Aug  6 09:57:56 localhost app-12: [ReportsApp] <> INFO  Loading Settings...
Aug  6 09:57:56 localhost app-12: [ReportsManagerImpl] <> INFO  Creating Schema: 
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Server Port Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-port-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Hostnames Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-hostname-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "All Sessions" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/bandwidth-control-all-sessions.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Clients Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-client-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Ports (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-port-by-bytes.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Categories Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-category-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Bypassed (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/bypassed-by-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Priorities (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-priority-by-bytes.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Usernames (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-username-by-bytes.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Usernames Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-username-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Category (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-category-by-bytes.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Ports (by received bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-port-by-received.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Countries (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-country-by-bytes.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Clients (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-client-by-bytes.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Countries Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-country-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Application (by total bytes)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/top-application-by-bytes.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Bandwidth Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/bandwidth-control/reports/bandwidth-usage.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "All Ad Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ad-blocker/reports/ad-blocker-all-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Blocked Ad Sites" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ad-blocker/reports/top-sites-by-blocked.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Ad Blocker Summary" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ad-blocker/reports/summary.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Blocked Ad Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ad-blocker/reports/ad-blocker-blocked-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Blocked Cookie Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ad-blocker/reports/ad-blocker-cookie-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Ads Blocked" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ad-blocker/reports/web-usage-all.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Cache Size Statistics" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-cache/reports/size-stats.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Cache Summary" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-cache/reports/summary.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Cache Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-cache/reports/web-cache-webcache-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Cache Hit-Miss Statistics" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-cache/reports/cache-stats.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Tunnel Connection Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/ipsec-vpn-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Tunnel Traffic" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/tunnel-traffic-stats.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Protocols" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/top-sessions-by-protocol.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "IPsec VPN Summary" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/summary.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "L2TP/Xauth Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/ipsec-vpn-all-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Upload Users" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/top-users-by-upload.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Download Users" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/top-users-by-download.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Hourly Tunnel Traffic" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/tunnel-time-stats.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Tunnel Traffic Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/ipsec-tunnel-stats.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Active Users" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/ipsec-vpn/reports/top-sessions-by-user.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Clean Ftp Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-clean-ftp-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Usage (scanned)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/web-usage-scanned.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Email Top Blocked Sites" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-email-servers.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Top Scanned Sites" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-web-scanned.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Email Top Blocked Clients" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-email-clients.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Scanned Web Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-scanned-web-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Clean Email Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-clean-email-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Top Blocked Viruses" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-web-virus.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Email Usage (all)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/email-usage-all.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Infected Email Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-infected-email-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "FTP Top Blocked Viruses" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-ftp-virus.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Email Top Blocked Viruses" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-email-virus.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Infected Ftp Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-infected-ftp-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "FTP Top Blocked Clients" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-ftp-clients.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Top Blocked Sites" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-web-hosts.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Top Blocked Clients" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-web-clients.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Infected Web Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-infected-web-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Email Usage (blocked)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/email-usage-blocked.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Scanned Email Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-scanned-email-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Virus Blocker Email Summary" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/summary-email.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Clean Web Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-clean-web-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Scanned Ftp Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/virus-blocker-scanned-ftp-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "FTP Top Blocked Sites" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/top-ftp-servers.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "FTP Usage (all)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/ftp-usage-all.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Usage (all)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/web-usage-all.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Virus Blocker FTP Summary" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/summary-ftp.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "FTP Usage (scanned)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/ftp-usage-scanned.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "FTP Usage (blocked)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/ftp-usage-blocked.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Virus Blocker Web Summary" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/summary-web.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Usage (blocked)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/web-usage-blocked.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Email Usage (scanned)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/virus-blocker/reports/email-usage-scanned.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Alerts" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/top-alerts.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Memory Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/memory.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Disk Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/disk.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Alert Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/all-alert-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Swap Usage Bytes" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/swap.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Swap Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/swap-percent.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "CPU Load" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/cpu.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Highest Active Hosts" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/active.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Alerts" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/reports/reports/alerts.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Categories (by request)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-category-by-request.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Usage (scanned)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/web-usage-scanned.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Content (by size)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-content-by-size.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "All HTTPS Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/web-filter-all-https-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Blocked Web Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/web-filter-blocked-web-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Blocked Clients" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-client-by-blocked.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Blocked Sites" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-sites-by-blocked.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Flagged Web Events" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/web-filter-flagged-web-events.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Flagged Hostnames" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-hostname-by-flagged.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Usage" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/web-usage-all-area.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Hostnames (by size)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-hostname-by-size.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Usernames (by requests)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-username-by-request.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Blocked Usernames" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-username-by-blocked.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Web Filter Summary" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/summary.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Flagged Clients" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-client-by-flagged.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Flagged Categories" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-category-by-flagged.json]
Aug  6 09:57:57 localhost app-12: [ReportsManagerImpl] <> INFO  Report Entries Update: Adding  "Top Sites (by size)" [/root/development/github/ngfw_src/dist/usr/share/untangle/lib/web-filter/reports/top-sites-by-size.json]
